code,detail,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
5198,EPS GR 5Y avg,-10.90,-3.68,—,—,—,—,—,—,—,—
5198,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—
5198,OCF GR,—,-49.33,—,-91.95,-18.88,15.26,—,—,—,—
5198,D/E,0.08,0.08,0.10,0.11,—,0.03,0.06,—,—,—
5198,Price,0.5000,0.5000,0.4800,0.4450,0.4000,0.5200,0.5700,0.0000,0.0,0.0
7131,Year End,2019-03,2018-03,2017-03,2016-03,2015-03,2013-01,2012-01,2011-01,2010-01,2009-01
7131,Revenue,27,28,45,78,64,31,46,55,64,100
7131,NP,10,3,-1,3,8,1,-6,—,4,13
7131,EPS,0.04,0.02,-0.01,0.01,0.04,—,-0.03,—,0.02,0.06
7131,DPS,—,—,—,—,—,—,—,—,—,—
7131,Div Payout,—,—,—,—,—,—,—,—,—,—
7131,Shares,230,210,210,210,210,210,210,214,218,215
7131,NTA,—,0.28,0.27,0.29,0.26,—,—,—,—,—
7131,OCF,10,-1,2,-1,7,5,18,2,16,—
7131,NP Margin,36.05,12.15,-2.36,3.99,11.93,2.62,-13.47,0.06,6.62,12.87
7131,ROE,12.88,5.16,-1.72,5.21,13.88,1.61,-11.53,0.05,6.20,27.25
7131,Revenue GR,-3.81,-37.81,-43.14,23.28,38.69,-31.74,-16.56,-14.16,—,—
7131,Revenue GR 3Y avg,-30.20,-24.18,8.81,13.68,3.52,-21.22,-22.89,0.64,—,—
7131,Revenue GR 5Y avg,-2.60,-7.87,-3.37,3.31,-7.11,-9.64,-5.51,—,—,—
7131,Revenue GR 10Y avg,-5.93,-6.78,—,—,—,—,—,—,—,—
7131,EPS GR,159.63,—,—,-58.84,180.31,—,—,-98.97,—,—
7131,EPS GR 3Y avg,41.04,-23.67,—,—,248.45,-41.42,—,-68.53,—,—
7131,EPS GR 5Y avg,46.93,—,—,-4.19,-8.19,-15.35,—,—,—,—
7131,EPS GR 10Y avg,13.74,—,—,—,—,—,—,—,—,—
7131,OCF GR,—,—,—,—,11.21,-69.82,699.93,-86.34,—,—
7131,D/E,—,0.01,—,—,—,—,—,0.13,0.20,0.30
7131,Price,0.2500,0.3250,0.2500,0.3000,0.2500,0.7850,0.2400,0.3000,1.0400,1.2800
7120,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-03,2009-03
7120,Revenue,36,5,114,108,152,237,317,291,232,280
7120,NP,-8,-14,1,11,-2,1,11,11,10,9
7120,EPS,-0.04,-0.08,—,0.07,-0.01,—,0.06,0.07,0.06,0.05
7120,DPS,—,—,0.03,—,—,0.04,0.05,0.04,0.07,0.04
7120,Div Payout,—,—,—,—,—,645.1,80.4,115.7,—,—
7120,Shares,170,167,167,168,169,171,171,171,171,173
7120,NTA,0.51,0.63,0.67,0.69,0.64,0.85,0.85,0.82,—,—
7120,OCF,-19,5,-6,-17,8,23,5,15,34,27
7120,NP Margin,-21.12,-275.02,0.44,10.16,-1.37,0.34,3.37,3.88,4.46,3.05
7120,ROE,-7.53,-13.01,0.44,9.79,-1.64,0.55,7.08,7.65,7.29,5.93
7120,Revenue GR,614.93,-95.58,5.35,-28.71,-35.82,-25.22,8.76,—,—,—
7120,Revenue GR 3Y avg,-30.69,-67.86,-21.59,-30.06,-19.48,—,11.91,1.46,—,—
7120,Revenue GR 5Y avg,-31.36,-56.30,-17.08,—,-8.53,-3.45,-1.47,-1.60,—,—
7120,Revenue GR 10Y avg,-18.93,-35.04,-9.86,-9.96,—,—,—,—,—,—
7120,EPS GR,—,—,-95.41,—,—,-92.28,-5.76,—,—,—
7120,EPS GR 3Y avg,—,—,-14.50,1.69,—,—,1.01,11.18,—,—
7120,EPS GR 5Y avg,—,—,-46.11,—,—,-38.72,-6.45,-7.90,—,—
7120,EPS GR 10Y avg,—,—,-30.00,-4.21,—,—,—,—,—,—
7120,OCF GR,—,—,—,—,-66.36,373.96,-67.98,—,—,—
7120,D/E,0.06,0.14,0.19,0.22,—,—,—,—,—,—
7120,Price,0.3400,0.4100,0.4750,0.6550,0.6750,0.5800,0.5650,0.6200,0.6000,0.7500
1481,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
1481,Revenue,284,266,277,269,275,262,230,222,222,227
1481,NP,-5,-1,4,-12,-5,-25,-1,4,3,31
1481,EPS,-0.01,—,—,-0.02,-0.01,-0.05,—,0.01,0.01,0.03
1481,DPS,—,—,—,—,—,0.01,0.01,—,—,—
1481,Div Payout,—,151.3,—,—,—,—,—,—,—,—
1481,Shares,912,929,929,929,929,929,929,500,929,929
1481,NTA,0.45,0.65,0.65,0.68,0.67,0.89,0.89,0.91,0.94,—
1481,OCF,-7,15,-18,4,23,3,—,3,33,20
1481,NP Margin,-1.73,-0.25,1.39,-4.31,-1.69,-9.45,-0.43,1.90,1.50,13.68
1481,ROE,-1.15,-0.15,0.86,-2.62,-1.05,-5.50,-0.21,0.92,0.72,7.11
1481,Revenue GR,6.64,-3.92,2.95,-2.16,4.94,13.94,3.38,0.20,-2.11,—
1481,Revenue GR 3Y avg,1.80,-1.08,1.87,5.37,7.32,5.68,0.47,1.62,-0.28,—
1481,Revenue GR 5Y avg,1.61,2.96,4.48,3.92,3.93,4.33,0.54,-0.74,—,—
1481,Revenue GR 10Y avg,2.96,1.74,1.84,—,—,—,—,—,—,—
1481,EPS GR,—,—,—,—,—,—,—,18.00,-85.67,—
1481,EPS GR 3Y avg,—,—,—,—,—,—,—,—,—,—
1481,EPS GR 5Y avg,—,—,-6.79,—,—,—,—,—,—,—
1481,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—
1481,OCF GR,—,—,—,-83.72,613.12,—,-99.43,-90.96,69.45,—
1481,D/E,0.16,0.14,0.18,0.10,0.09,0.13,0.11,0.19,0.21,0.23
1481,Price,0.1300,0.1100,0.1450,0.1100,0.1250,0.1450,0.1400,0.1500,0.1900,0.1900
5281,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
5281,Revenue,273,266,235,—,—,—,—,—,—,—
5281,NP,11,18,26,—,—,—,—,—,—,—
5281,EPS,0.03,0.05,0.08,—,—,—,—,—,—,—
5281,DPS,0.01,0.01,—,—,—,—,—,—,—,—
5281,Div Payout,—,—,—,—,—,—,—,—,—,—
5281,Shares,402,356,312,—,—,—,—,—,—,—
5281,NTA,0.46,—,—,—,—,—,—,—,—,—
5281,OCF,3,20,23,—,—,—,—,—,—,—
5281,NP Margin,3.90,6.95,11.27,—,—,—,—,—,—,—
5281,ROE,5.96,13.18,25.04,—,—,—,—,—,—,—
5281,Revenue GR,2.56,13.24,—,—,—,—,—,—,—,—
5281,Revenue GR 3Y avg,—,—,—,—,—,—,—,—,—,—
5281,Revenue GR 5Y avg,—,—,—,—,—,—,—,—,—,—
5281,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—
5281,EPS GR,-49.03,-38.84,—,—,—,—,—,—,—,—
5281,EPS GR 3Y avg,—,—,—,—,—,—,—,—,—,—
5281,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—
5281,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—
5281,OCF GR,-83.43,-12.76,—,—,—,—,—,—,—,—
5281,D/E,0.43,0.37,0.40,—,—,—,—,—,—,—
5281,Price,0.3850,0.3000,0.8550,0.0000, - ,0.0,0.0,0.0,0.0,0.0
9148,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
9148,Revenue,25,25,27,26,25,25,23,23,25,24
9148,NP,1,1,3,3,2,3,3,2,2,—
9148,EPS,0.05,0.06,0.15,0.14,0.11,0.15,0.14,0.12,0.07,0.02
9148,DPS,0.08,0.12,0.12,0.12,0.10,0.14,0.14,0.18,0.14,0.09
9148,Div Payout,150.3,137.3,87.7,67.4,89.3,105.3,102.0,209.0,209.0,—
9148,Shares,19,19,19,19,19,19,19,19,36,20
9148,NTA,1.60,1.63,1.66,1.65,1.59,1.61,1.56,1.43,1.43,—
9148,OCF,3,4,3,3,2,3,5,4,5,5
9148,NP Margin,4.11,4.72,10.61,10.72,8.20,11.36,11.28,10.39,9.65,1.90
9148,ROE,3.49,3.83,9.29,9.16,6.65,9.35,8.90,8.14,6.13,0.91
9148,Revenue GR,2.05,-8.28,4.34,5.74,-1.10,6.25,1.64,-8.08,3.35,—
9148,Revenue GR 3Y avg,-0.78,0.40,2.95,3.58,2.22,-0.24,-1.16,-4.15,-0.25,—
9148,Revenue GR 5Y avg,0.43,1.24,3.34,0.75,0.29,-1.00,-1.49,-1.29,—,—
9148,Revenue GR 10Y avg,-0.29,-0.14,1.00,—,—,—,—,—,—,—
9148,EPS GR,-11.06,-59.19,3.22,38.39,-28.52,7.58,10.91,84.63,186.32,—
9148,EPS GR 3Y avg,-27.91,-16.46,0.70,2.09,-5.17,30.12,80.32,29.77,-24.29,—
9148,EPS GR 5Y avg,-18.01,-14.83,4.03,16.86,35.15,21.13,-2.33,1.58,—,—
9148,EPS GR 10Y avg,-0.34,-8.79,2.79,—,—,—,—,—,—,—
9148,OCF GR,-7.73,21.02,2.44,44.76,-32.34,-41.72,16.28,-10.22,-6.67,—
9148,D/E,—,—,—,—,—,—,—,—,—,—
9148,Price,2.2800,1.9400,2.0200,2.2400,2.2800,2.1400,1.9400,1.4100,1.3000,1.4000
7191,Year End,2017-10,2016-10,2015-10,2014-10,2013-10,2012-10,2011-10,2010-10,2009-10,2008-10
7191,Revenue,44,40,42,35,27,14,430,342,283,186
7191,NP,—,1,3,4,82,26,4,35,17,14
7191,EPS,—,—,0.02,0.03,0.54,0.17,0.03,0.24,0.12,0.10
7191,DPS,—,—,—,—,—,—,0.07,0.04,0.03,0.04
7191,Div Payout,—,—,—,—,—,—,—,—,—,—
7191,Shares,153,153,153,153,153,153,153,149,141,140
7191,NTA,—,—,—,—,—,—,—,—,—,—
7191,OCF,-1,4,3,-4,-21,40,-34,57,28,16
7191,NP Margin,0.32,1.71,7.38,12.83,300.93,179.96,0.97,10.28,6.00,7.35
7191,ROE,0.17,0.85,3.92,5.94,52.94,11.26,1.92,17.35,9.63,9.35
7191,Revenue GR,10.78,-4.66,20.36,27.11,92.88,-96.70,25.84,20.89,—,—
7191,Revenue GR 3Y avg,8.33,13.41,43.43,-56.75,-56.90,-63.11,32.25,25.36,—,—
7191,Revenue GR 5Y avg,25.53,-37.84,-34.29,-34.23,-31.83,-39.39,27.82,—,—,—
7191,Revenue GR 10Y avg,-12.77,-10.86,—,—,—,—,—,—,—,—
7191,EPS GR,-80.00,-77.72,-30.82,-94.58,222.49,510.22,-88.40,96.51,—,—
7191,EPS GR 3Y avg,-68.65,-79.72,-50.56,2.14,31.67,11.63,-34.57,24.50,—,—
7191,EPS GR 5Y avg,-64.83,-30.32,-38.85,-24.65,40.70,6.44,-23.74,—,—,—
7191,EPS GR 10Y avg,-38.81,-27.10,—,—,—,—,—,—,—,—
7191,OCF GR,—,50.81,—,—,—,—,—,106.80,—,—
7191,D/E,0.28,0.39,0.35,0.05,0.08,0.03,0.45,0.15,0.32,0.37
7191,Price,0.6000,0.4350,0.6000,0.6550,0.7800,0.9700,0.9600,1.0000,1.9000,1.7200
7146,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
7146,Revenue,61,62,52,43,55,43,50,46,50,50
7146,NP,-2,-1,1,-3,-1,1,-1,-4,-2,-2
7146,EPS,-0.01,—,—,-0.02,-0.01,0.01,-0.01,-0.04,-0.03,-0.02
7146,DPS,—,—,—,—,—,—,—,—,—,—
7146,Div Payout,—,—,—,—,—,—,—,—,—,—
7146,Shares,299,277,253,186,96,100,100,100,99,90
7146,NTA,0.19,0.20,0.19,0.16,0.13,0.25,0.25,0.27,0.27,—
7146,OCF,4,12,-15,4,-8,-1,8,1,1,5
7146,NP Margin,-3.20,-2.07,1.58,-7.10,-1.89,1.56,-1.54,-8.19,-5.00,-3.52
7146,ROE,-3.50,-2.32,1.72,-7.56,-3.18,2.67,-3.02,-14.29,-9.39,-6.64
7146,Revenue GR,-1.47,20.26,21.46,-22.25,26.83,-13.31,7.44,-6.67,-0.43,—
7146,Revenue GR 3Y avg,12.91,4.33,6.20,-5.09,5.71,-4.56,-0.05,-9.70,-14.32,—
7146,Revenue GR 5Y avg,7.25,4.54,2.21,-3.04,1.88,-7.27,-8.81,-8.84,—,—
7146,Revenue GR 10Y avg,-0.27,-2.36,-3.47,—,—,—,—,—,—,—
7146,EPS GR,—,—,—,—,—,—,—,—,—,—
7146,EPS GR 3Y avg,—,—,-21.81,—,—,—,—,—,—,—
7146,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—
7146,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—
7146,OCF GR,-69.63,—,—,—,—,—,890.38,46.53,-89.16,—
7146,D/E,—,—,—,—,—,0.01,0.20,0.28,0.39,0.51
7146,Price,0.1100,0.1100,0.1500,0.1450,0.1300,0.1400,0.2050,0.2200,0.3200,0.3100
6599,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
6599,Revenue,"4,354","4,088","4,039","3,835","3,705","3,514","3,256","2,985","2,894","3,736"
6599,NP,105,105,80,133,213,231,213,195,165,134
6599,EPS,0.07,0.07,0.06,0.10,0.15,0.16,0.15,0.14,0.12,0.10
6599,DPS,0.04,0.03,0.04,0.05,0.06,0.06,0.04,0.04,0.03,0.03
6599,Div Payout,61.9,50.2,61.4,41.2,36.3,33.5,28.1,25.5,25.5,—
6599,Shares,"1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404"
6599,NTA,1.40,1.35,1.31,1.28,1.22,1.12,1.05,0.80,0.80,—
6599,OCF,564,385,465,297,365,452,407,357,368,276
6599,NP Margin,2.41,2.57,1.97,3.48,5.74,6.57,6.54,6.55,5.71,3.57
6599,ROE,5.28,5.49,4.31,7.40,12.46,14.84,15.44,16.18,15.66,14.31
6599,Revenue GR,6.49,1.23,5.32,3.49,5.44,7.95,9.08,3.11,-22.52,—
6599,Revenue GR 3Y avg,4.32,3.33,4.74,5.61,7.48,6.68,-4.48,-4.56,0.10,—
6599,Revenue GR 5Y avg,4.38,4.66,6.24,5.79,-0.16,0.47,2.44,7.44,—,—
6599,Revenue GR 10Y avg,2.40,3.54,6.88,—,—,—,—,—,—,—
6599,EPS GR,0.13,31.69,-40.21,-37.29,-7.90,8.58,8.80,18.51,23.68,—
6599,EPS GR 3Y avg,-7.62,-20.96,-29.84,-14.41,2.85,11.87,16.83,17.43,16.21,—
6599,EPS GR 5Y avg,-14.56,-13.16,-16.42,-4.16,9.78,13.85,15.14,18.32,—,—
6599,EPS GR 10Y avg,-1.37,-0.01,0.80,—,—,—,—,—,—,—
6599,OCF GR,46.34,-17.23,56.80,-18.59,-19.29,11.04,14.01,-3.09,33.39,—
6599,D/E,0.17,0.08,0.17,0.04,—,—,—,—,—,—
6599,Price,1.4200,1.4700,1.7600,2.5700,2.7300,3.1500,14.0000,14.1200,7.2400,6.0900
5139,Year End,2019-02,2018-02,2017-02,2016-02,2015-02,2014-02,2013-02,2012-02,2011-02,2010-02
5139,Revenue,"1,366","1,235","1,102",965,872,673,467,344,270,248
5139,NP,355,300,265,228,216,175,134,96,63,54
5139,EPS,1.34,1.39,1.01,0.99,0.97,0.81,0.69,0.41,0.29,0.25
5139,DPS,0.42,0.42,0.40,0.40,0.34,0.28,0.20,0.16,0.13,0.12
5139,Div Payout,25.4,33.9,36.1,40.5,54.2,15.6,35.4,35.4,44.5,—
5139,Shares,255,206,248,216,216,216,196,235,216,216
5139,NTA,6.36,7.14,5.36,4.68,3.50,2.54,1.82,1.58,1.31,—
5139,OCF,-739,-167,-726,-689,-735,"-1,034",-680,-247,-87,-43
5139,NP Margin,24.96,23.19,22.81,22.23,24.06,26.06,28.71,27.77,23.53,21.85
5139,ROE,18.27,18.55,21.93,21.28,26.19,32.63,34.82,30.67,23.82,23.28
5139,Revenue GR,10.58,12.08,14.16,10.74,29.56,44.02,35.69,27.69,8.54,—
5139,Revenue GR 3Y avg,12.27,12.32,17.88,27.37,36.29,35.64,23.43,22.58,21.10,—
5139,Revenue GR 5Y avg,15.21,21.47,26.20,29.06,28.54,29.19,25.21,24.30,31.29,—
5139,Revenue GR 10Y avg,22.00,23.32,25.24,30.17,—,—,—,—,—,—
5139,EPS GR,-3.46,18.88,17.13,2.32,19.60,18.41,54.90,50.72,16.87,—
5139,EPS GR 3Y avg,10.36,12.53,12.75,13.16,29.93,40.35,39.74,25.16,17.42,—
5139,EPS GR 5Y avg,10.47,15.07,21.33,27.60,31.04,29.17,30.46,31.71,30.85,—
5139,EPS GR 10Y avg,19.46,22.53,26.41,29.21,—,—,—,—,—,—
5139,OCF GR,—,—,—,—,—,—,—,—,—,—
5139,D/E,3.00,1.76,3.98,3.97,3.10,3.27,2.78,2.57,2.11,1.84
5139,Price,13.8000,16.5400,13.3000,15.7000,11.9200,11.7200,13.3000,12.9800,14.7000,11.3400
5185,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
5185,Revenue,"1,887","1,551","1,936","1,801","1,810","1,507","1,504","1,382","1,365","1,299"
5185,NP,503,418,564,369,605,650,629,508,489,372
5185,EPS,0.25,0.24,0.28,0.19,0.35,0.41,0.40,0.32,0.31,0.24
5185,DPS,0.05,0.07,0.08,0.03,0.15,0.14,0.14,0.11,0.09,0.05
5185,Div Payout,9.0,28.4,31.7,58.1,40.8,34.8,35.6,27.5,27.5,—
5185,Shares,"1,986","1,742","1,689","1,943","1,717","1,581","1,581","1,581","1,581","1,581"
5185,NTA,4.40,4.66,4.53,4.16,4.14,4.10,3.82,3.29,3.29,—
5185,OCF,"1,412","-1,977",819,"-3,154",-975,"1,408","-2,651","1,142","2,468","1,596"
5185,NP Margin,26.66,26.94,29.14,20.50,33.44,43.15,41.81,36.77,35.79,28.62
5185,ROE,5.94,4.93,6.65,4.55,8.45,10.47,10.81,9.41,9.84,8.13
5185,Revenue GR,21.65,-19.85,7.45,-0.48,20.15,0.15,8.88,1.18,5.10,—
5185,Revenue GR 3Y avg,1.56,-5.01,8.71,6.19,9.42,3.33,5.01,6.68,6.17,—
5185,Revenue GR 5Y avg,4.61,0.62,6.98,5.70,6.86,5.77,5.69,4.82,4.17,—
5185,Revenue GR 10Y avg,5.19,3.12,5.89,4.93,—,—,—,—,—,—
5185,EPS GR,5.42,-17.33,52.71,-46.07,-14.25,3.35,23.80,3.95,36.25,—
5185,EPS GR 3Y avg,10.00,-12.03,-10.95,-21.81,3.14,9.97,20.58,21.39,22.02,—
5185,EPS GR 5Y avg,-9.25,-9.61,-2.01,-9.26,9.22,18.01,18.51,13.20,11.04,—
5185,EPS GR 10Y avg,3.49,3.50,5.32,0.38,—,—,—,—,—,—
5185,OCF GR,—,—,—,—,—,—,—,-53.74,54.64,—
5185,D/E,0.36,0.25,0.19,0.17,0.13,0.17,0.19,0.20,0.13,0.13
5185,Price,1.9000,2.2300,2.3100,2.3900,2.3400,2.9000,4.1500,3.4400,3.0800,3.0900
7145,Year End,2019-06,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12,2008-12
7145,Revenue,122,208,239,302,423,267,182,192,182,120
7145,NP,3,4,2,5,5,4,3,2,-9,3
7145,EPS,0.01,0.01,—,0.02,0.04,0.02,0.02,0.01,-0.05,0.02
7145,DPS,—,—,—,—,—,—,—,—,—,0.02
7145,Div Payout,—,—,—,—,—,—,—,—,—,—
7145,Shares,373,338,444,233,127,167,167,167,167,167
7145,NTA,0.52,—,—,—,—,—,—,—,—,—
7145,OCF,-3,-11,-8,31,45,-5,-50,13,38,—
7145,NP Margin,2.22,2.08,0.78,1.54,1.08,1.43,1.84,1.18,-4.90,2.81
7145,ROE,1.35,2.37,1.06,3.03,3.48,3.02,2.74,1.91,-7.33,2.32
7145,Revenue GR,-19.18,-13.07,-20.81,-28.50,58.52,46.60,-5.25,5.48,—,—
7145,Revenue GR 3Y avg,-18.22,-21.04,-3.54,18.44,30.10,13.58,14.98,-4.05,—,—
7145,Revenue GR 5Y avg,-11.30,2.73,4.51,10.68,28.71,4.17,-10.49,—,—,—
7145,Revenue GR 10Y avg,-4.88,-4.11,—,—,—,—,—,—,—,—
7145,EPS GR,-11.13,133.33,-78.89,-26.96,19.50,13.64,47.49,—,—,—
7145,EPS GR 3Y avg,-19.98,-28.88,-43.10,-0.27,26.05,—,-0.13,-47.90,—,—
